Team,Player,Pos,Kicks,Marks,Handball,Goal,Behind,Hit-Out,Tackles,FreeFor,FreeAgainst,FantasyPoints
PORT,"Byrne-Jones, Darcy",DEF,12.54,4.33,7.46,0,0.08,0,2.75,1.08,0.5,
PORT,"Burton, Ryan",DEF,13.33,5.54,4.71,0,0.04,0,2.54,0.58,0.96,
PORT,"Drew, Willem",MID,7.38,2.17,10.29,0.17,0.17,0,6.83,0.88,1.25,
PORT,"Aliir, Aliir",DEF,11.17,6.5,4.17,0,0.04,0.21,1.54,1.04,0.83,
PORT,"Jonas, Tom",DEF,10.83,5.54,3.92,0,0,0,1.54,0.88,0.79,
PORT,"Rozee, Connor",FWD,8.38,3.38,7.57,1,0.62,0,2.86,1.19,0.67,
PORT,"Bergman, Miles",MID,8.65,4.39,5.48,0.3,0.3,0,1.83,0.7,0.22,
PORT,"Gray, Robbie",FWD,8.72,3.72,8.94,1.11,0.44,0,2.67,0.89,0.78,
PORT,"Motlop, Steven",FWD,8.89,4.26,6.74,0.68,0.42,0,2.47,0.68,0.58,
PORT,"Dixon, Charlie",FWD,7.42,4.04,4.88,2,1,4.33,2.08,1.63,1.13,
PORT,"Lycett, Scott",RUC,7,2.8,7.7,0.3,0.3,26,3.85,1.35,1.9,
PORT,"Bonner, Riley",DEF,14.71,4.79,5.21,0.14,0.07,0,1.14,0.36,0.64,
PORT,"Ladhams, Peter",FWD,7.59,3.41,6,0.76,0.29,13.41,2.35,1.41,1.18,
PORT,"Butters, Zak",FWD,9.25,4.17,9.5,0.67,0.17,0,3.5,1,1,
PORT,"Powell-Pepper, Sam",FWD,7.19,2.44,6.5,0.63,0.5,0,3.81,0.81,1.13,
PORT,"Marshall, Todd",FWD,7.57,4.05,2.62,1.14,0.57,0.24,1.29,0.86,0.38,
PORT,"McKenzie, Trent",DEF,13.07,6,2.14,0.07,0,0,1.71,0.43,0.5,
PORT,"Georgiades, Mitch",FWD,6.38,4.43,3.62,1.52,0.81,0,1.76,0.67,1.48,
PORT,"Duursma, Xavier",MID,10.09,4.73,8.73,0.27,0.27,0,2.64,1.18,0.82,
PORT,"Fantasia, Orazio",FWD,8.4,3.2,3.47,1.87,1.53,0,2,0.67,0.4,
PORT,"Clurey, Tom",DEF,9.36,5.55,3.36,0,0,0,1.09,0.45,0.73,
PORT,"Farrell, Kane",FWD,6.7,2.3,5.5,0.4,0.3,0,2.4,0.1,1.1,
PORT,"Jones, Lachie",DEF,7.33,3.67,6.17,0.17,0,0,1.5,0.67,0.83,
PORT,"Frederick, Martin",FWD,4.13,2.13,5.25,0.13,0,0,1.25,0.63,0.63,
RICH,"Short, Jayden",DEF,18.68,6.09,5.95,0.05,0.09,0,1.77,0.77,0.36,
RICH,"Baker, Liam",DEF,10.82,4,9.45,0.32,0.36,0,2.77,0.55,1.5,
RICH,"Graham, Jack",MID,10,2.55,9,0.5,0.32,0,5.55,0.95,1.23,
RICH,"Bolton, Shai",FWD,10.4,4.1,9.25,1.15,1,0,2.75,0.65,1.3,
RICH,"Martin, Dustin",FWD,12.5,2.88,10.06,1.19,0.44,0,2.25,0.56,0.75,
RICH,"Cotchin, Trent",MID,12.12,3.12,8.65,0.12,0,0,3.35,1,0.76,
RICH,"Edwards, Shane",MID,9.31,2.94,9.06,0.5,0.19,0,2.25,0.38,0.81,
RICH,"Grimes, Dylan",FWD,7.57,5.62,6.05,0,0,0,2.24,1.1,0.95,
RICH,"Pickett, Marlion",MID,6.61,3.5,9.06,0.11,0.22,0.89,3.44,0.61,1.89,
RICH,"Lambert, Kane",FWD,10.54,4.15,10.08,0.46,0.31,0,3.08,0.62,1,
RICH,"Nankervis, Toby",RUC,7.13,3.06,9.56,0.06,0.31,22.5,3.56,1.38,1.75,
RICH,"McIntosh, Kamdyn",MID,10.71,4.06,4.76,0.06,0.24,0,2.41,0.76,1.12,
RICH,"Rioli, Daniel",FWD,6.32,2.84,6.68,0.47,0.32,0,2.42,1.05,0.58,
RICH,"Castagna, Jason",FWD,5.71,4.05,6,0.81,0.62,0,1.95,0.62,0.14,
RICH,"Riewoldt, Jack",FWD,8.5,4.86,2.41,2.32,1.32,0,1.73,0.55,1.09,
RICH,"Broad, Nathan",DEF,11.36,6.36,5,0,0,0,1.21,0.5,0.36,
RICH,"Aarts, Jake",FWD,5.81,2.52,4.76,0.86,0.57,0,2.52,0.95,1.29,
RICH,"Vlastuin, Nick",DEF,12.92,6.83,5.25,0,0.08,0,2.25,0.75,1.17,
RICH,"Prestia, Dion",MID,10.33,3.22,11.89,0.11,0.33,0,4.11,1.89,0.89,
RICH,"Lynch, Tom",FWD,7.22,4.83,3.83,1.94,1.83,1.33,1.56,0.94,1.33,
RICH,"Balta, Noah",DEF,9.21,4.64,3.86,0.14,0.07,1,1.29,0.5,0.71,
RICH,"Ross, Jack",MID,5.13,2.87,5.47,0.13,0,0,1.47,0.33,0.33,
RICH,"Mansell, Rhyan",DEF,7,2.69,4.08,0.08,0,0,2.23,1,1.08,
RICH,"Collier-Dawkins, Riley",MID,6.44,2.33,8.22,0.33,0,0,3.56,0.56,1,
RICH,"Stack, Sydney",DEF,8.57,5.14,8.14,0.29,0.14,0,2.43,0.71,0.71,
RICH,"Caddy, Josh",MID,7.56,4,5,0.22,0.56,0,1.22,0.44,0.33,
RICH,"Chol, Mabior",RUC,5.9,3.1,4.1,0.7,0.4,12.3,2.5,0.8,0.8,
RICH,"Coleman-Jones, Callum",FWD,4.75,3.75,5.75,1.38,0.5,7.63,1.63,0.88,1,
RICH,"Parker, Matthew",FWD,7.83,3,5.33,0.5,0.5,0,4.83,0.17,1,
RICH,"Dow, Thomson",MID,5.8,3.2,7.4,0,0.4,0,1,0.2,0.4,
RICH,"Rioli, Maurice",FWD,7,1,2,2,0,0,4,1,1,
STK,"Steele, Jack",MID,14.14,4.68,15.05,0.59,0.36,0,8.41,1.95,1.45,
STK,"Crouch, Brad",MID,12.4,2.8,13.95,0.35,0.25,0,5.45,1.15,1.2,
STK,"Sinclair, Jack",MID,13.38,4.86,7.71,0.14,0.1,0,2.29,0.43,0.48,
STK,"Hill, Bradley",MID,12.68,3.91,7.05,0.14,0.05,0,2.27,0.27,0.95,
STK,"Ross, Sebastian",MID,11.25,4.55,9.75,0.25,0.4,0,3.05,0.6,0.6,
STK,"Billings, Jack",MID,12.11,6.28,7.94,0.78,0.78,0,1.94,0.78,0.56,
STK,"Wilkie, Callum",DEF,11.27,5.73,3.86,0,0.05,0,1.77,0.77,1.14,
STK,"Howard, Dougal",DEF,12.19,4.86,3.24,0,0.05,0.05,1.19,0.67,0.71,
STK,"Webster, Jimmy",DEF,10.25,4.65,5.85,0.05,0,0,1.45,0.6,0.45,
STK,"Membrey, Tim",FWD,10.81,7.19,4.05,1.62,1.24,0.57,1.05,0.86,0.48,
STK,"Jones, Zak",MID,12.54,3.77,10.85,0.31,0.15,0,4.38,1.31,1,
STK,"Dunstan, Luke",MID,14.08,4.25,11.17,0.08,0.33,0,4.92,1.5,1.58,
STK,"Higgins, Jack",FWD,8.47,4.16,6.89,1.42,0.84,0,2.21,1.05,0.63,
STK,"Clark, Hunter",DEF,11.85,4.08,7.31,0.15,0.08,0,3.08,0.62,1.23,
STK,"Butler, Dan",FWD,7.73,1.95,3.55,0.82,0.77,0,3.73,0.82,0.91,
STK,"Byrnes, Ryan",FWD,8.19,4.75,7.25,0.38,0.06,0,1.81,0.56,0.06,
STK,"Coffield, Nick",DEF,9.94,5.56,4.31,0.06,0.06,0,1.56,1.13,0.63,
STK,"Marshall, Rowan",RUC,10.54,4.85,5.08,0.69,0.38,18.54,3,1.38,1,
STK,"King, Max",FWD,6.3,4.5,3.35,1.9,1.5,0.55,0.8,0.9,0.7,
STK,"Battle, Josh",FWD,7.06,3.81,4.56,0.19,0.44,0.13,2.88,0.81,0.69,
STK,"McKenzie, Daniel",MID,8.75,4.67,6.25,0.42,0,0,1.67,0.5,1,
STK,"Highmore, Tom",DEF,7.46,5.08,5.77,0,0,0,2.38,0.77,1,
STK,"Bytel, Jack",MID,5.38,1.38,6.08,0.15,0.08,0,4.23,0.62,0.62,
STK,"Long, Ben",FWD,6.27,3.47,3.27,0.13,0.6,0,2.33,0.67,1.07,
STK,"Ryder, Paddy",RUC,6.83,3.08,3,0.42,0.08,30.17,2.5,0.75,1.42,
STK,"Kent, Dean",FWD,8,5,5.71,0.71,0.86,0,3.14,0.43,1,
STK,"Wood, Mason",FWD,5.67,3.33,4.56,0.78,0.22,0,2.67,0.33,0.78,
STK,"Gresham, Jade",FWD,14,4,7,0.33,0,0,2,0,1.67,
STK,"Hannebery, Dan",MID,9,2,11,0,0,0,1.5,0.5,1,
SYD,"Parker, Luke",MID,12.96,3.78,14.91,0.65,0.35,0,4.61,1.7,1.52,
SYD,"Lloyd, Jake",DEF,18.36,5.64,9.55,0.05,0.05,0,1.82,0.64,0.82,
SYD,"Dawson, Jordan",DEF,15.39,5.48,6.91,0.39,0.3,0,2.96,0.96,1,
SYD,"Kennedy, Josh",MID,10.48,3.62,13.57,0.19,0.29,0,4.76,0.9,0.62,
SYD,"Mills, Callum",MID,14.22,5.94,13.28,0.33,0.06,0,5.28,1.22,0.61,
SYD,"Florent, Oliver",MID,11.87,4.04,7.09,0.39,0.26,0,2.17,0.78,0.83,
SYD,"McInerney, Justin",MID,10.9,5.38,7.14,0.33,0.1,0.05,1.1,1,0.9,
SYD,"Hewett, George",MID,7.62,3.52,10.29,0,0,0,3.38,0.57,0.71,
SYD,"Rampe, Dane",DEF,12.4,6.15,5.65,0,0.05,0,1.7,0.7,1.2,
SYD,"Hickey, Tom",RUC,9.19,2.86,7.33,0.48,0.33,24.1,2.14,1.19,1.81,
SYD,"Cunningham, Harry",DEF,10.9,5.14,5.38,0,0,0,2.62,0.62,0.67,
SYD,"Heeney, Isaac",FWD,10.57,5.67,5.29,1.71,1,0.05,1.95,1.05,0.76,
SYD,"Papley, Tom",FWD,10,3.87,3.61,1.87,1.17,0,1.48,0.91,0.96,
SYD,"McCartin, Tom",DEF,8.91,5.05,4.59,0,0,0,1.05,0.77,0.73,
SYD,"Gulden, Errol",FWD,10.83,4.56,4.83,0.78,0.61,0,2.89,1.33,0.78,
SYD,"Rowbottom, James",MID,8.94,2.06,6.47,0.35,0.18,0,6.18,0.71,0.82,
SYD,"Wicks, Sam",FWD,6.5,2.95,4.64,0.77,0.82,0,4.05,0.77,1.09,
SYD,"Warner, Chad",MID,10.38,2.38,6.23,0.62,0.38,0,3.69,0.46,1.31,
SYD,"Blakey, Nick",DEF,8.12,3.82,4.41,0.18,0.35,0.71,1.65,0.41,0.35,
SYD,"Franklin, Lance",FWD,8.72,4.5,3.11,2.83,1.33,0,2.56,1.33,1.89,
SYD,"Hayward, Will",FWD,6.7,4.05,3.7,1.4,0.75,0,3,0.75,0.9,
SYD,"Fox, Robbie",DEF,6.33,2.67,5.8,0,0,0.07,1.87,0.33,0.47,
SYD,"Campbell, Braeden",DEF,8.88,3.25,5.13,0.13,0.25,0,1.38,0.5,0.38,
SYD,"Reid, Sam",FWD,6.2,4.5,4.7,0.6,0.6,7.8,2.8,1.4,0.6,
SYD,"McLean, Hayden",RUC,5.58,4.42,2.92,0.92,0.5,2.5,1.92,0.42,0.42,
SYD,"Melican, Lewis",DEF,8.83,5,3.83,0,0,0,0.83,0.83,0.5,
SYD,"Bell, James",FWD,3.17,2,3.08,0.17,0.17,0,2.08,0.58,0.42,
SYD,"McDonald, Logan",FWD,5.43,3.14,3,1.29,0.71,0,0.86,1.14,0.43,
SYD,"Stephens, Dylan",MID,4.29,2.86,4.14,0.14,0.14,0,1.14,0.14,1.14,
SYD,"Amartey, Joel",RUC,6.33,2.67,2.83,0.83,0.5,8.17,3.83,0.67,1.17,
SYD,"ORiordan, Colin",DEF,5,2.17,2.5,0,0,0,1,0.5,0,
SYD,"Sinclair, Callum",RUC,4.75,2.5,5.25,0.25,0,24.75,2.75,1.5,0.75,
WCE,"Sheed, Dom",MID,14.55,4.91,11.77,0.41,0.27,0,2.32,1.23,1.18,
WCE,"Gaff, Andrew",MID,16.33,6.67,11.14,0.14,0.05,0,1.67,0.76,0.76,
WCE,"Kelly, Tim",MID,12.89,3.26,11,0.32,0.42,0,3.37,0.68,0.89,
WCE,"Redden, Jack",MID,11.56,5.78,13.06,0.17,0.06,0,3.94,1.11,0.72,
WCE,"Naitanui, Nic",RUC,7,1.55,8.23,0.14,0.32,31.23,2.95,1.36,0.77,
WCE,"Hurn, Shannon",DEF,17.33,6.87,4.47,0,0,0,1.6,0.6,0.33,
WCE,"Cripps, Jamie",FWD,9.32,3.73,4.95,1.18,1.18,0,3.91,0.77,0.91,
WCE,"Rotham, Josh",DEF,12.21,8.47,3.84,0,0.05,0,0.95,0.68,0.89,
WCE,"Cole, Tom",DEF,9.23,4.77,4.45,0,0,0,2,0.64,1.09,
WCE,"Darling, Jack",FWD,8,5.59,4.14,1.91,0.86,0.73,2.41,1.32,1.14,
WCE,"Duggan, Liam",DEF,13.43,6.71,5.5,0,0,0,2.14,0.29,0.64,
WCE,"Yeo, Elliot",MID,12.5,2.25,9.5,0.25,0.58,0,5.25,1.67,1.67,
WCE,"McGovern, Jeremy",DEF,13.07,7.4,3.33,0,0,0.6,1,1.13,0.6,
WCE,"Nelson, Jackson",DEF,9.26,4,3,0,0.05,0,1.37,0.21,0.37,
WCE,"Barrass, Tom",DEF,10.5,7.31,3.31,0,0,0.06,0.63,0.88,0.38,
WCE,"Allen, Oscar",FWD,7.33,4.71,2.76,1.33,0.76,1.48,1.86,0.95,0.9,
WCE,"Witherden, Alex",DEF,18.44,6.56,3.78,0.11,0,0,2,0.44,1.33,
WCE,"Langdon, Zac",FWD,4.76,3.24,5.94,0.35,0.41,0,2.06,0.35,0.82,
WCE,"Kennedy, Josh",FWD,7.28,4.94,2.61,2.28,1.17,0.11,1.17,0.78,0.89,
WCE,"Petruccelle, Jack",FWD,6.35,3.47,4.06,0.94,0.47,0,1.59,0.29,0.76,
WCE,"Waterman, Jake",FWD,9.21,6.36,3.14,0.93,0.57,0,1.93,0.86,0.5,
WCE,"Brander, Jarrod",FWD,9.82,4.82,5.45,0.45,0.55,0,1,0.45,0.27,
WCE,"Shuey, Luke",MID,14.86,3.29,8,0,0.14,0,4.29,2.57,1,
WCE,"Ryan, Liam",FWD,8.29,3.93,2,1.71,0.71,0,1.5,0.79,0.64,
WCE,"Edwards, Harry",DEF,7.5,5.3,2.8,0,0,0,2,0.6,0.6,
WCE,"Jones, Jamaine",FWD,4.27,1.4,2.47,0.73,0.2,0,3.13,0.73,0.4,
WCE,"Edwards, Luke",MID,7.13,3.25,5.38,0,0.13,0,1.25,0.63,0.5,
WCE,"ONeill, Xavier",MID,5.88,2,4.63,0.13,0.13,0,1.88,0.5,0.25,
WCE,"Foley, Luke",DEF,8.83,3.83,3.5,0.17,0,0,1.17,0,0.5,
WCE,"West, Connor",MID,7,3.2,5.6,0.2,0.8,0,2.6,0.8,1.4,
WCE,"Williams, Bailey",RUC,3.83,2.5,2,0.5,0.5,8.33,1.33,0.17,1.17,
WCE,"Winder, Isiah",FWD,2,1,3,1,0,0,1,1,0,
WB,"Macrae, Jack",MID,16.73,3.92,17.12,0.23,0.15,0.04,4.92,1.69,1,
WB,"Bontempelli, Marcus",MID,15.23,4,11.5,1.19,0.73,0.31,4.88,1.58,1.42,
WB,"Daniel, Caleb",DEF,14.56,4,10.68,0.28,0.04,0,2.32,0.72,0.48,
WB,"Dale, Bailey",DEF,17.19,3.85,6.77,0.35,0,0,1,0.38,0.46,
WB,"Smith, Bailey",MID,13.62,3.73,9.96,0.65,0.5,0,3.35,0.81,0.73,
WB,"Liberatore, Tom",MID,11.4,2.6,12.52,0.56,0.48,0,5.4,1.4,1.04,
WB,"Hunter, Lachie",MID,13.04,5,8.8,0.4,0.28,0,2.4,1.36,0.36,
WB,"Duryea, Taylor",DEF,11.24,5.28,6.24,0.04,0,0,1.92,0.88,0.6,
WB,"Treloar, Adam",MID,10.94,2.94,12.29,0.76,0.53,0,4.29,0.65,0.94,
WB,"Williams, Bailey",DEF,10.74,4.52,5.91,0.04,0.09,0,2.3,0.43,0.52,
WB,"Dunkley, Josh",FWD,8.6,3.73,14.67,0.33,0.53,0,5.2,1,0.47,
WB,"English, Tim",RUC,7.45,4.68,5.73,0.86,0.68,15.5,2.86,1.27,1.09,
WB,"Naughton, Aaron",FWD,7.44,6.12,3.76,1.88,1.6,0.08,1.56,0.84,0.64,
WB,"Keath, Alex",DEF,7,4.78,5.09,0,0.04,0.57,1.87,0.87,0.78,
WB,"Johannisen, Jason",DEF,6.08,2.68,3.96,0.6,0.48,0,1.64,0.36,0.28,
WB,"Bruce, Josh",FWD,6.9,5,4.15,2.4,1.05,1.4,1.3,0.65,1.3,
WB,"Cordy, Zaine",DEF,6.63,3.53,3,0,0,0.26,2,0.95,0.63,
WB,"Scott, Anthony",FWD,4.19,1.57,4.52,0.48,0.38,0,1.67,0.81,0.24,
WB,"Wood, Easton",DEF,7.4,4.67,4.33,0.13,0,0,1.47,0.6,0.8,
WB,"Hannan, Mitch",FWD,6.71,3.47,3.12,0.82,0.76,0.35,3,0.65,0.47,
WB,"Smith, Roarke",FWD,5.64,2.07,6.29,0.21,0.29,0,2.43,0.29,0.5,
WB,"Weightman, Cody",FWD,7.5,3,2.5,1.63,0.81,0,1.88,1.56,0.56,
WB,"Crozier, Hayden",DEF,11.1,5.9,4.8,0,0,0,1.4,0.6,0.4,
WB,"Lipinski, Patrick",MID,6.73,3.55,7.18,0.18,0.09,0,2,0.18,0.45,
WB,"McNeil, Lachlan",FWD,4.62,1.62,3.92,0.54,0.62,0,1.85,0.54,0.54,
WB,"Garcia, Riley",MID,6.33,1.56,5.11,0.44,0.33,0,1.89,0.67,0.89,
WB,"Young, Lewis",RUC,5.22,2.67,5.78,0.11,0.11,7.89,1.56,1,0.78,
WB,"Vandermeer, Laitham",FWD,4.18,2.18,4.55,0.55,0.73,0,2.36,0.55,0.82,
WB,"Schache, Josh",FWD,7.44,4.56,3,0.56,0.44,0.56,1.22,0.56,0.67,
WB,"Martin, Stefan",RUC,3.22,1.22,7.11,0.11,0,17.11,1.89,1,2.22,
WB,"Richards, Ed",DEF,8.6,3.2,5,0.2,0,0,1.8,0.8,1,
WB,"Wallis, Mitch",FWD,4.67,3.33,5.5,0.67,0.33,0,1.67,0.83,0.5,
WB,"Gardner, Ryan",DEF,4.11,2.22,2,0,0,0,0.56,0.56,1,
WB,"Sweet, Jordon",RUC,4.2,2.4,4.4,0.2,0.4,19.8,3.8,1.6,2,
WB,"McLean, Toby",FWD,5.67,3,8.33,0.67,0.67,0,4.33,1,0.33,
WB,"Ugle-Hagan, Jamarra",FWD,5,2.8,2,1.4,0.4,0,1.6,0.6,0.4,
WB,"West, Rhylee",MID,1.5,0.5,0.75,0,0.5,0,0.75,0,1.25,
