Cody Raak,WBD,DEF,0,633
Connor MacDonald,HAW,MID,0,634
Connor McFadyen,BRL,MID/FWD,0,635
Cooper Hamilton,GWS,MID/FWD,0,636
Cooper Murley,COL,MID/FWD,0,637
Cooper Stephens,GEE,MID,0,638
Cooper Whyte,GEE,MID,0,639
Corey Warner,SYD,MID,0,640
Daniel Turner,MEL,DEF,0,641
Dante Visentini,PTA,RUC/FWD,0,642
Darcy Fort,BRL,RUC,0,643
Darcy Wilmot,BRL,DEF,0,644
Deakyn Smith,MEL,DEF,0,645
Deividas Uosis,BRL,DEF,0,646
Domanic Akuei,CAR,DEF/RUC,0,647
Dominic Bedendo,WBD,FWD,0,648
Elijah Hollands,GCS,MID/FWD,0,649
Ely Smith,BRL,MID/FWD,0,650
Eric Benning,FRE,RUC/FWD,0,651
Finn Callaghan,GWS,MID,0,652
Fionn O'Hara,HAW,MID,0,653
Fischer Mcasey,ADE,DEF,0,654
Flynn Kroeger,GEE,MID,0,655
Flynn Perez,NTH,DEF,0,656
Fraser Rosman,MEL,MID,0,657
Garrett McDonagh,ESS,DEF,0,658
Greg Clark,WCE,MID,0,659
Harvey Harrison,COL,MID,0,660
Henry Smith,BRL,FWD,0,661
Hewago Paul Oea,GCS,MID/FWD,0,662
Hugh Jackson,PTA,MID,0,663
Isaac Chugg,COL,DEF,0,664
Ivan Soldo,RIC,RUC,0,665
Jack Carroll,CAR,MID,0,666
Jack Peris,STK,MID/FWD,0,667
Jack Saunders,HAW,FWD,0,668
Jack Williams,WCE,RUC/FWD,0,669
Jackson Archer,NTH,DEF,0,670
Jackson Callow,HAW,FWD,0,671
Jackson Mead,PTA,MID,0,672
Jacob Edwards,NTH,RUC/FWD,0,673
Jacob Van Rooyen,MEL,DEF/FWD,0,674
Jacob Wehr,GWS,DEF,0,675
Jai Serong,HAW,MID/FWD,0,676
Jake Pasini,PTA,DEF,0,677
Jake Soligo,ADE,MID,0,678
James Borlase,ADE,DEF,0,679
James Sicily,HAW,DEF,0,680
James Tunstill,BRL,MID,0,681
James Willis,GEE,MID,0,682
Jase Burgoyne,PTA,DEF/MID,0,683
Jason Horne-Francis,NTH,MID,0,684
Jesse Motlop,CAR,FWD,0,685
Jez McLennan,GCS,DEF,0,686
Jordan Boyd,CAR,DEF,0,687
Josh Eyre,ESS,DEF/FWD,0,688
Josh Fahey,GWS,DEF,0,689
Josh Sinn,PTA,DEF/MID,0,690
Josh Ward,HAW,MID,0,691
Joshua Gibcus,RIC,DEF,0,692
Joshua Goater,NTH,MID,0,693
Joshua Rachele,ADE,MID/FWD,0,694
Josiah Kyle,STK,FWD,0,695
Judd McVee,MEL,DEF/MID,0,696
Judson Clarke,RIC,MID/FWD,0,697
Jye Amiss,FRE,FWD,0,698
Kai Lohmann,BRL,FWD,0,699
Kaine Baldwin,ESS,FWD,0,700
Kalin Lane,BRL,RUC,0,701
Karl Worner,FRE,DEF/MID,0,702
Lachlan McAndrew,SYD,RUC,0,703
Lachlan Rankin,SYD,DEF/FWD,0,704
Leek Aleer,GWS,DEF,0,705
Liam McMahon,COL,FWD,0,706
Luke Cleary,WBD,DEF,0,707
Luke Nankervis,ADE,MID/FWD,0,708
Luke Valente,FRE,MID,0,709
Mac Andrew,GCS,RUC,0,710
Majak Daw,MEL,DEF/RUC,0,711
Marc Sheather,SYD,FWD,0,712
Marcus Windhager,STK,MID/FWD,0,713
Mate Colina,RIC,RUC,0,714
Matt Conroy,GCS,RUC,0,715
Matt Crouch,ADE,MID,0,716
Matt McGuinness,NTH,DEF/FWD,0,717
Matthew Allison,STK,DEF,0,718
Matthew Johnson,FRE,MID,0,719
Matty Roberts,SYD,MID,0,720
Max Heath,STK,RUC/FWD,0,721
Michael Hurley,ESS,DEF,0,722
Miller Bergman,NTH,DEF/MID,0,723
Mitch Owens,STK,MID,0,724
Mitchell Knevitt,GEE,MID,0,725
Nasiah Wanganeen-Milera,STK,DEF/MID,0,726
Nathan O'Driscoll,FRE,DEF/MID,0,727
Ned Long,HAW,MID/FWD,0,728
Ned Moyle,GCS,RUC,0,729
Neil Erasmus,FRE,MID,0,730
Nick Daicos,COL,MID,0,731
Nick Stevens,GEE,MID,0,732
Noah Answerth,BRL,DEF,0,733
Noah Cumberland,RIC,MID/FWD,0,734
Oisin Mullin,GEE,DEF,0,735
Oliver Dempsey,GEE,FWD,0,736
Ollie Lord,PTA,FWD,0,737
Oscar Adams,STK,DEF/RUC,0,738
Patrick Murtagh,GCS,RUC/FWD,0,739
Patrick Parnell,ADE,DEF,0,740
Patrick Voss,ESS,DEF/FWD,0,741
Patrick Walker,NTH,DEF/MID,0,742
Paul Curtis,NTH,FWD,0,743
Paul Tsapatolis,GEE,RUC,0,744
Reef McInnes,COL,MID,0,745
Rhett Bazzo,WCE,DEF/FWD,0,746
Rhys Nicholls,GCS,DEF,0,747
Robbie McComb,WBD,MID,0,748
Rory Thompson,GCS,DEF,0,749
Ryan Angwin,GWS,DEF/MID,0,750
Sam Butler,HAW,MID/FWD,0,751
Sam Darcy,WBD,DEF/FWD,0,752
Sam Hayes,PTA,RUC,0,753
Sam Naismith,SYD,RUC,0,754
Sam Philp,CAR,FWD,0,755
Sam Skinner,PTA,DEF/FWD,0,756
Samuel Banks,RIC,DEF,0,757
Sandy Brock,GCS,DEF,0,758
Seamus Mitchell,HAW,FWD,0,759
Shannon Neale,GEE,FWD,0,760
Taj Schofield,PTA,MID/FWD,0,761
Taj Woewodin,MEL,MID,0,762
Tariek Newchurch,ADE,FWD,0,763
Toby Bedford,MEL,FWD,0,764
Toby Conway,GEE,RUC,0,765
Tom Brown,RIC,DEF,0,766
Tom Hird,ESS,MID/FWD,0,767
Tyler Sonsie,RIC,MID,0,768
Tyson Stengle,GEE,FWD,0,769
Wayne Milera,ADE,DEF,0,770
Will Gould,SYD,DEF,0,771
Will Shaw,GWS,DEF/MID,0,772
Willie Rioli,WCE,FWD,0,773
Zac Taylor,ADE,MID,0,774
Zane Trew,WCE,MID,0,775
Samson Ryan,RIC,RUC/FWD,-2,776
